,mod_ID,hist_id,PLOT,INVYR,hist_town,hist_location,mod_location,closest,mod_distance,oaks.wt,whiteOak,swampWhiteOak,redOak,chestnutOak,blackOak,hist_latitude,LAT,closest_climate_position,avg_tair_1811,avg_tair_2009,avg_qair_1811,avg_qair_2009,avg_psurf_1811,avg_psurf_2009,avg_precipf_1811,avg_precipf_2009,total_FIA_oak
682,682,528,1010,2010,,"(46.604, -68.621)","(47.07449, -68.63632)","(46.604, -68.621)",52.316347938493635,0.0,0.0,0.0,0.0,0.0,0.0,46.604,47.07449,"(47.25, -68.75)",275.14254262218736,276.1392051069704,0.004259437303160816,0.0045711848549129675,98015.57071917808,98031.45523865582,2.9467469064936104e-05,3.5321522244984857e-05,0.0
683,683,591,538,2010,,"(45.17, -68.68)","(45.28132, -68.62187)","(45.17, -68.68)",13.187144317338078,0.043307,0.0,0.0,0.0,0.0,0.0,45.17,45.28132,"(45.25, -68.75)",276.3648104837496,277.7319772380672,0.004712195423741022,0.004995206998177109,99210.88636558219,99201.65698844178,2.819197814007103e-05,3.913591186295882e-05,0.0
684,684,591,63,2010,,"(45.17, -68.68)","(45.05211, -68.61022)","(45.17, -68.68)",14.205832769125012,0.043307,0.0,0.0,0.0003903486301202,0.0,0.0,45.17,45.05211,"(45.25, -68.75)",276.3648104837496,277.7319772380672,0.004712195423741022,0.004995206998177109,99210.88636558219,99201.65698844178,2.819197814007103e-05,3.913591186295882e-05,0.0003903486301202
686,686,14,1457,2010,Brewer,"(44.78, -68.72)","(44.82447, -68.59932)","(44.78, -68.72)",10.751025535948157,0.063492,0.0,0.0,0.0,0.0,0.0,44.78,44.82447,"(44.75, -68.75)",277.0437466556079,278.57282861160905,0.004848391961183488,0.005202438120693494,99353.41361836472,99334.54549978596,2.7454380357384052e-05,4.0104838145033935e-05,0.0
687,687,570,1176,2010,,"(45.721, -68.629)","(45.75287, -68.58804)","(45.721, -68.629)",4.765510117335301,0.0,0.0,0.0,0.0,0.0,0.0,45.721,45.75287,"(45.75, -68.75)",275.60160788967187,276.88446877884536,0.004509344495982777,0.004769138194906016,99062.56602097602,99055.89602418664,2.7919820539996275e-05,3.7727002199560846e-05,0.0
688,688,570,1176,2010,,"(45.721, -68.629)","(45.75287, -68.58804)","(45.721, -68.629)",4.765510117335301,0.0,0.0,0.0,0.0,0.0,0.0,45.721,45.75287,"(45.75, -68.75)",275.60160788967187,276.88446877884536,0.004509344495982777,0.004769138194906016,99062.56602097602,99055.89602418664,2.7919820539996275e-05,3.7727002199560846e-05,0.0
689,689,562,1205,2010,Stacyville,"(45.89597, -68.4966)","(45.8731, -68.58612)","(45.89597, -68.4966)",7.399270526567363,0.0,0.0,0.0,0.0,0.0,0.0,45.89597,45.8731,"(45.75, -68.75)",275.60160788967187,276.88446877884536,0.004509344495982777,0.004769138194906016,99062.56602097602,99055.89602418664,2.7919820539996275e-05,3.7727002199560846e-05,0.0
690,690,562,1024,2010,Stacyville,"(45.89597, -68.4966)","(46.21599, -68.58457)","(45.89597, -68.4966)",36.21654573923019,0.0,0.0,0.0,0.0,0.0,0.0,45.89597,46.21599,"(46.25, -68.75)",275.48376525460856,276.56153382601804,0.004426552374585649,0.004659678911860365,98267.10253638698,98275.10730415239,2.6753303417048572e-05,3.540535773605276e-05,0.0
691,691,562,298,2010,Stacyville,"(45.89597, -68.4966)","(45.98439, -68.58307)","(45.89597, -68.4966)",11.897511458045043,0.0,0.0,0.0,0.0,0.0,0.0,45.89597,45.98439,"(45.75, -68.75)",275.60160788967187,276.88446877884536,0.004509344495982777,0.004769138194906016,99062.56602097602,99055.89602418664,2.7919820539996275e-05,3.7727002199560846e-05,0.0
692,692,528,104,2010,,"(46.604, -68.621)","(46.72693, -68.57857)","(46.604, -68.621)",14.045920086834824,0.0,0.0,0.0,0.0,0.0,0.0,46.604,46.72693,"(46.75, -68.75)",275.19748348079315,276.2370721999913,0.004351713814356393,0.004617931017188035,98130.11025791951,98140.52351241438,2.6928279341100758e-05,3.4564759607001644e-05,0.0
693,693,528,628,2010,,"(46.604, -68.621)","(46.9178, -68.5737)","(46.604, -68.621)",35.07059577283355,0.0,0.0,0.0,0.0,0.0,0.0,46.604,46.9178,"(46.75, -68.75)",275.19748348079315,276.2370721999913,0.004351713814356393,0.004617931017188035,98130.11025791951,98140.52351241438,2.6928279341100758e-05,3.4564759607001644e-05,0.0
694,694,528,1838,2010,,"(46.604, -68.621)","(46.45124, -68.56609)","(46.604, -68.621)",17.4958428119136,0.0,0.0,0.0,0.0,0.0,0.0,46.604,46.45124,"(46.25, -68.75)",275.48376525460856,276.56153382601804,0.004426552374585649,0.004659678911860365,98267.10253638698,98275.10730415239,2.6753303417048572e-05,3.540535773605276e-05,0.0
696,696,562,1689,2010,Stacyville,"(45.89597, -68.4966)","(45.83927, -68.53994)","(45.89597, -68.4966)",7.144356559270491,0.0,0.0,0.0,0.0,0.0,0.0,45.89597,45.83927,"(45.75, -68.75)",275.60160788967187,276.88446877884536,0.004509344495982777,0.004769138194906016,99062.56602097602,99055.89602418664,2.7919820539996275e-05,3.7727002199560846e-05,0.0
